"Year","Month","sex","race","obitos","age_x"
2011,1,"Female","All_races",1583,0
2012,1,"Female","All_races",1484,0
2013,1,"Female","All_races",1502,0
2014,1,"Female","All_races",1511,0
2015,1,"Female","All_races",1491,0
2016,1,"Female","All_races",1477,0
2017,1,"Female","All_races",1354,0
2018,1,"Female","All_races",1491,0
2019,1,"Female","All_races",1480,0
2020,1,"Female","All_races",1328,0
2011,2,"Female","All_races",1409,0
2012,2,"Female","All_races",1401,0
2013,2,"Female","All_races",1399,0
2014,2,"Female","All_races",1340,0
2015,2,"Female","All_races",1288,0
2016,2,"Female","All_races",1400,0
2017,2,"Female","All_races",1310,0
2018,2,"Female","All_races",1295,0
2019,2,"Female","All_races",1311,0
2020,2,"Female","All_races",1232,0
2011,3,"Female","All_races",1679,0
2012,3,"Female","All_races",1524,0
2013,3,"Female","All_races",1535,0
2014,3,"Female","All_races",1521,0
2015,3,"Female","All_races",1507,0
2016,3,"Female","All_races",1519,0
2017,3,"Female","All_races",1575,0
2018,3,"Female","All_races",1501,0
2019,3,"Female","All_races",1447,0
2020,3,"Female","All_races",1461,0
2011,4,"Female","All_races",1628,0
2012,4,"Female","All_races",1541,0
2013,4,"Female","All_races",1652,0
2014,4,"Female","All_races",1498,0
2015,4,"Female","All_races",1509,0
2016,4,"Female","All_races",1645,0
2017,4,"Female","All_races",1544,0
2018,4,"Female","All_races",1539,0
2019,4,"Female","All_races",1573,0
2020,4,"Female","All_races",1288,0
2011,5,"Female","All_races",1584,0
2012,5,"Female","All_races",1623,0
2013,5,"Female","All_races",1636,0
2014,5,"Female","All_races",1645,0
2015,5,"Female","All_races",1674,0
2016,5,"Female","All_races",1654,0
2017,5,"Female","All_races",1613,0
2018,5,"Female","All_races",1597,0
2019,5,"Female","All_races",1592,0
2020,5,"Female","All_races",1295,0
2011,6,"Female","All_races",1509,0
2012,6,"Female","All_races",1597,0
2013,6,"Female","All_races",1585,0
2014,6,"Female","All_races",1522,0
2015,6,"Female","All_races",1532,0
2016,6,"Female","All_races",1565,0
2017,6,"Female","All_races",1492,0
2018,6,"Female","All_races",1470,0
2019,6,"Female","All_races",1485,0
2020,6,"Female","All_races",1233,0
2011,7,"Female","All_races",1564,0
2012,7,"Female","All_races",1611,0
2013,7,"Female","All_races",1528,0
2014,7,"Female","All_races",1490,0
2015,7,"Female","All_races",1478,0
2016,7,"Female","All_races",1486,0
2017,7,"Female","All_races",1527,0
2018,7,"Female","All_races",1449,0
2019,7,"Female","All_races",1380,0
2020,7,"Female","All_races",1188,0
2010,8,"Female","All_races",1557,0
2011,8,"Female","All_races",1514,0
2012,8,"Female","All_races",1511,0
2013,8,"Female","All_races",1488,0
2014,8,"Female","All_races",1451,0
2015,8,"Female","All_races",1390,0
2016,8,"Female","All_races",1354,0
2017,8,"Female","All_races",1451,0
2018,8,"Female","All_races",1446,0
2019,8,"Female","All_races",1399,0
2020,8,"Female","All_races",1189,0
2010,9,"Female","All_races",1449,0
2011,9,"Female","All_races",1397,0
2012,9,"Female","All_races",1416,0
2013,9,"Female","All_races",1388,0
2014,9,"Female","All_races",1457,0
2015,9,"Female","All_races",1304,0
2016,9,"Female","All_races",1297,0
2017,9,"Female","All_races",1352,0
2018,9,"Female","All_races",1368,0
2019,9,"Female","All_races",1304,0
2020,9,"Female","All_races",1136,0
2010,10,"Female","All_races",1416,0
2011,10,"Female","All_races",1439,0
2012,10,"Female","All_races",1573,0
2013,10,"Female","All_races",1386,0
2014,10,"Female","All_races",1438,0
2015,10,"Female","All_races",1392,0
2016,10,"Female","All_races",1308,0
2017,10,"Female","All_races",1392,0
2018,10,"Female","All_races",1384,0
2019,10,"Female","All_races",1316,0
2020,10,"Female","All_races",1166,0
2010,11,"Female","All_races",1477,0
2011,11,"Female","All_races",1377,0
2012,11,"Female","All_races",1408,0
2013,11,"Female","All_races",1396,0
2014,11,"Female","All_races",1473,0
2015,11,"Female","All_races",1483,0
2016,11,"Female","All_races",1268,0
2017,11,"Female","All_races",1389,0
2018,11,"Female","All_races",1406,0
2019,11,"Female","All_races",1324,0
2020,11,"Female","All_races",1112,0
2010,12,"Female","All_races",1459,0
2011,12,"Female","All_races",1490,0
2012,12,"Female","All_races",1442,0
2013,12,"Female","All_races",1513,0
2014,12,"Female","All_races",1511,0
2015,12,"Female","All_races",1438,0
2016,12,"Female","All_races",1423,0
2017,12,"Female","All_races",1507,0
2018,12,"Female","All_races",1437,0
2019,12,"Female","All_races",1327,0
2020,12,"Female","All_races",1240,0
2011,1,"Female","All_races",165,5
2012,1,"Female","All_races",137,5
2013,1,"Female","All_races",130,5
2014,1,"Female","All_races",123,5
2015,1,"Female","All_races",139,5
2016,1,"Female","All_races",98,5
2017,1,"Female","All_races",113,5
2018,1,"Female","All_races",97,5
2019,1,"Female","All_races",88,5
2020,1,"Female","All_races",119,5
2011,2,"Female","All_races",131,5
2012,2,"Female","All_races",107,5
2013,2,"Female","All_races",106,5
2014,2,"Female","All_races",99,5
2015,2,"Female","All_races",104,5
2016,2,"Female","All_races",109,5
2017,2,"Female","All_races",101,5
2018,2,"Female","All_races",86,5
2019,2,"Female","All_races",76,5
2020,2,"Female","All_races",115,5
2011,3,"Female","All_races",133,5
2012,3,"Female","All_races",144,5
2013,3,"Female","All_races",112,5
2014,3,"Female","All_races",120,5
2015,3,"Female","All_races",109,5
2016,3,"Female","All_races",128,5
2017,3,"Female","All_races",105,5
2018,3,"Female","All_races",118,5
2019,3,"Female","All_races",122,5
2020,3,"Female","All_races",97,5
2011,4,"Female","All_races",141,5
2012,4,"Female","All_races",129,5
2013,4,"Female","All_races",115,5
2014,4,"Female","All_races",124,5
2015,4,"Female","All_races",130,5
2016,4,"Female","All_races",113,5
2017,4,"Female","All_races",106,5
2018,4,"Female","All_races",111,5
2019,4,"Female","All_races",116,5
2020,4,"Female","All_races",70,5
2011,5,"Female","All_races",137,5
2012,5,"Female","All_races",148,5
2013,5,"Female","All_races",125,5
2014,5,"Female","All_races",121,5
2015,5,"Female","All_races",147,5
2016,5,"Female","All_races",120,5
2017,5,"Female","All_races",122,5
2018,5,"Female","All_races",115,5
2019,5,"Female","All_races",127,5
2020,5,"Female","All_races",101,5
2011,6,"Female","All_races",145,5
2012,6,"Female","All_races",118,5
2013,6,"Female","All_races",123,5
2014,6,"Female","All_races",126,5
2015,6,"Female","All_races",98,5
2016,6,"Female","All_races",118,5
2017,6,"Female","All_races",109,5
2018,6,"Female","All_races",123,5
2019,6,"Female","All_races",128,5
2020,6,"Female","All_races",83,5
2011,7,"Female","All_races",163,5
2012,7,"Female","All_races",126,5
2013,7,"Female","All_races",123,5
2014,7,"Female","All_races",114,5
2015,7,"Female","All_races",130,5
2016,7,"Female","All_races",129,5
2017,7,"Female","All_races",125,5
2018,7,"Female","All_races",103,5
2019,7,"Female","All_races",114,5
2020,7,"Female","All_races",84,5
2010,8,"Female","All_races",126,5
2011,8,"Female","All_races",123,5
2012,8,"Female","All_races",139,5
2013,8,"Female","All_races",115,5
2014,8,"Female","All_races",117,5
2015,8,"Female","All_races",102,5
2016,8,"Female","All_races",131,5
2017,8,"Female","All_races",90,5
2018,8,"Female","All_races",96,5
2019,8,"Female","All_races",114,5
2020,8,"Female","All_races",74,5
2010,9,"Female","All_races",121,5
2011,9,"Female","All_races",126,5
2012,9,"Female","All_races",130,5
2013,9,"Female","All_races",144,5
2014,9,"Female","All_races",109,5
2015,9,"Female","All_races",106,5
2016,9,"Female","All_races",98,5
2017,9,"Female","All_races",107,5
2018,9,"Female","All_races",112,5
2019,9,"Female","All_races",105,5
2020,9,"Female","All_races",68,5
2010,10,"Female","All_races",139,5
2011,10,"Female","All_races",129,5
2012,10,"Female","All_races",141,5
2013,10,"Female","All_races",121,5
2014,10,"Female","All_races",124,5
2015,10,"Female","All_races",109,5
2016,10,"Female","All_races",112,5
2017,10,"Female","All_races",123,5
2018,10,"Female","All_races",95,5
2019,10,"Female","All_races",117,5
2020,10,"Female","All_races",55,5
2010,11,"Female","All_races",126,5
2011,11,"Female","All_races",121,5
2012,11,"Female","All_races",117,5
2013,11,"Female","All_races",119,5
2014,11,"Female","All_races",130,5
2015,11,"Female","All_races",105,5
2016,11,"Female","All_races",101,5
2017,11,"Female","All_races",92,5
2018,11,"Female","All_races",117,5
2019,11,"Female","All_races",95,5
2020,11,"Female","All_races",82,5
2010,12,"Female","All_races",141,5
2011,12,"Female","All_races",146,5
2012,12,"Female","All_races",157,5
2013,12,"Female","All_races",131,5
2014,12,"Female","All_races",143,5
2015,12,"Female","All_races",102,5
2016,12,"Female","All_races",110,5
2017,12,"Female","All_races",117,5
2018,12,"Female","All_races",97,5
2019,12,"Female","All_races",126,5
2020,12,"Female","All_races",90,5
2011,1,"Female","All_races",191,10
2012,1,"Female","All_races",175,10
2013,1,"Female","All_races",176,10
2014,1,"Female","All_races",183,10
2015,1,"Female","All_races",175,10
2016,1,"Female","All_races",151,10
2017,1,"Female","All_races",135,10
2018,1,"Female","All_races",154,10
2019,1,"Female","All_races",151,10
2020,1,"Female","All_races",140,10
2011,2,"Female","All_races",148,10
2012,2,"Female","All_races",168,10
2013,2,"Female","All_races",149,10
2014,2,"Female","All_races",165,10
2015,2,"Female","All_races",134,10
2016,2,"Female","All_races",134,10
2017,2,"Female","All_races",149,10
2018,2,"Female","All_races",108,10
2019,2,"Female","All_races",121,10
2020,2,"Female","All_races",123,10
2011,3,"Female","All_races",163,10
2012,3,"Female","All_races",172,10
2013,3,"Female","All_races",171,10
2014,3,"Female","All_races",155,10
2015,3,"Female","All_races",143,10
2016,3,"Female","All_races",188,10
2017,3,"Female","All_races",139,10
2018,3,"Female","All_races",131,10
2019,3,"Female","All_races",135,10
2020,3,"Female","All_races",151,10
2011,4,"Female","All_races",157,10
2012,4,"Female","All_races",153,10
2013,4,"Female","All_races",161,10
2014,4,"Female","All_races",143,10
2015,4,"Female","All_races",147,10
2016,4,"Female","All_races",164,10
2017,4,"Female","All_races",113,10
2018,4,"Female","All_races",130,10
2019,4,"Female","All_races",133,10
2020,4,"Female","All_races",110,10
2011,5,"Female","All_races",164,10
2012,5,"Female","All_races",168,10
2013,5,"Female","All_races",141,10
2014,5,"Female","All_races",159,10
2015,5,"Female","All_races",171,10
2016,5,"Female","All_races",148,10
2017,5,"Female","All_races",150,10
2018,5,"Female","All_races",143,10
2019,5,"Female","All_races",140,10
2020,5,"Female","All_races",133,10
2011,6,"Female","All_races",177,10
2012,6,"Female","All_races",153,10
2013,6,"Female","All_races",163,10
2014,6,"Female","All_races",154,10
2015,6,"Female","All_races",159,10
2016,6,"Female","All_races",164,10
2017,6,"Female","All_races",144,10
2018,6,"Female","All_races",146,10
2019,6,"Female","All_races",115,10
2020,6,"Female","All_races",111,10
2011,7,"Female","All_races",161,10
2012,7,"Female","All_races",176,10
2013,7,"Female","All_races",175,10
2014,7,"Female","All_races",144,10
2015,7,"Female","All_races",144,10
2016,7,"Female","All_races",170,10
2017,7,"Female","All_races",157,10
2018,7,"Female","All_races",166,10
2019,7,"Female","All_races",165,10
2020,7,"Female","All_races",117,10
2010,8,"Female","All_races",175,10
2011,8,"Female","All_races",150,10
2012,8,"Female","All_races",154,10
2013,8,"Female","All_races",158,10
2014,8,"Female","All_races",155,10
2015,8,"Female","All_races",124,10
2016,8,"Female","All_races",150,10
2017,8,"Female","All_races",142,10
2018,8,"Female","All_races",151,10
2019,8,"Female","All_races",149,10
2020,8,"Female","All_races",111,10
2010,9,"Female","All_races",169,10
2011,9,"Female","All_races",154,10
2012,9,"Female","All_races",157,10
2013,9,"Female","All_races",173,10
2014,9,"Female","All_races",164,10
2015,9,"Female","All_races",122,10
2016,9,"Female","All_races",131,10
2017,9,"Female","All_races",141,10
2018,9,"Female","All_races",154,10
2019,9,"Female","All_races",138,10
2020,9,"Female","All_races",112,10
2010,10,"Female","All_races",188,10
2011,10,"Female","All_races",154,10
2012,10,"Female","All_races",186,10
2013,10,"Female","All_races",118,10
2014,10,"Female","All_races",155,10
2015,10,"Female","All_races",144,10
2016,10,"Female","All_races",160,10
2017,10,"Female","All_races",159,10
2018,10,"Female","All_races",119,10
2019,10,"Female","All_races",134,10
2020,10,"Female","All_races",127,10
2010,11,"Female","All_races",189,10
2011,11,"Female","All_races",156,10
2012,11,"Female","All_races",168,10
2013,11,"Female","All_races",152,10
2014,11,"Female","All_races",137,10
2015,11,"Female","All_races",132,10
2016,11,"Female","All_races",114,10
2017,11,"Female","All_races",146,10
2018,11,"Female","All_races",149,10
2019,11,"Female","All_races",123,10
2020,11,"Female","All_races",130,10
2010,12,"Female","All_races",198,10
2011,12,"Female","All_races",174,10
2012,12,"Female","All_races",185,10
2013,12,"Female","All_races",164,10
2014,12,"Female","All_races",157,10
2015,12,"Female","All_races",166,10
2016,12,"Female","All_races",133,10
2017,12,"Female","All_races",155,10
2018,12,"Female","All_races",155,10
2019,12,"Female","All_races",151,10
2020,12,"Female","All_races",143,10
2011,1,"Female","All_races",365,15
2012,1,"Female","All_races",328,15
2013,1,"Female","All_races",370,15
2014,1,"Female","All_races",332,15
2015,1,"Female","All_races",337,15
2016,1,"Female","All_races",312,15
2017,1,"Female","All_races",318,15
2018,1,"Female","All_races",295,15
2019,1,"Female","All_races",259,15
2020,1,"Female","All_races",311,15
2011,2,"Female","All_races",254,15
2012,2,"Female","All_races",319,15
2013,2,"Female","All_races",316,15
2014,2,"Female","All_races",282,15
2015,2,"Female","All_races",285,15
2016,2,"Female","All_races",296,15
2017,2,"Female","All_races",264,15
2018,2,"Female","All_races",276,15
2019,2,"Female","All_races",271,15
2020,2,"Female","All_races",274,15
2011,3,"Female","All_races",323,15
2012,3,"Female","All_races",312,15
2013,3,"Female","All_races",365,15
2014,3,"Female","All_races",321,15
2015,3,"Female","All_races",309,15
2016,3,"Female","All_races",323,15
2017,3,"Female","All_races",301,15
2018,3,"Female","All_races",274,15
2019,3,"Female","All_races",276,15
2020,3,"Female","All_races",315,15
2011,4,"Female","All_races",334,15
2012,4,"Female","All_races",351,15
2013,4,"Female","All_races",320,15
2014,4,"Female","All_races",319,15
2015,4,"Female","All_races",323,15
2016,4,"Female","All_races",338,15
2017,4,"Female","All_races",307,15
2018,4,"Female","All_races",311,15
2019,4,"Female","All_races",289,15
2020,4,"Female","All_races",269,15
2011,5,"Female","All_races",340,15
2012,5,"Female","All_races",345,15
2013,5,"Female","All_races",340,15
2014,5,"Female","All_races",350,15
2015,5,"Female","All_races",339,15
2016,5,"Female","All_races",325,15
2017,5,"Female","All_races",304,15
2018,5,"Female","All_races",308,15
2019,5,"Female","All_races",283,15
2020,5,"Female","All_races",290,15
2011,6,"Female","All_races",323,15
2012,6,"Female","All_races",350,15
2013,6,"Female","All_races",335,15
2014,6,"Female","All_races",331,15
2015,6,"Female","All_races",285,15
2016,6,"Female","All_races",287,15
2017,6,"Female","All_races",271,15
2018,6,"Female","All_races",275,15
2019,6,"Female","All_races",324,15
2020,6,"Female","All_races",251,15
2011,7,"Female","All_races",326,15
2012,7,"Female","All_races",335,15
2013,7,"Female","All_races",345,15
2014,7,"Female","All_races",303,15
2015,7,"Female","All_races",297,15
2016,7,"Female","All_races",329,15
2017,7,"Female","All_races",323,15
2018,7,"Female","All_races",253,15
2019,7,"Female","All_races",266,15
2020,7,"Female","All_races",283,15
2010,8,"Female","All_races",330,15
2011,8,"Female","All_races",343,15
2012,8,"Female","All_races",328,15
2013,8,"Female","All_races",311,15
2014,8,"Female","All_races",315,15
2015,8,"Female","All_races",299,15
2016,8,"Female","All_races",299,15
2017,8,"Female","All_races",344,15
2018,8,"Female","All_races",290,15
2019,8,"Female","All_races",263,15
2020,8,"Female","All_races",278,15
2010,9,"Female","All_races",327,15
2011,9,"Female","All_races",324,15
2012,9,"Female","All_races",313,15
2013,9,"Female","All_races",312,15
2014,9,"Female","All_races",311,15
2015,9,"Female","All_races",299,15
2016,9,"Female","All_races",275,15
2017,9,"Female","All_races",291,15
2018,9,"Female","All_races",296,15
2019,9,"Female","All_races",268,15
2020,9,"Female","All_races",278,15
2010,10,"Female","All_races",313,15
2011,10,"Female","All_races",351,15
2012,10,"Female","All_races",324,15
2013,10,"Female","All_races",290,15
2014,10,"Female","All_races",297,15
2015,10,"Female","All_races",310,15
2016,10,"Female","All_races",295,15
2017,10,"Female","All_races",317,15
2018,10,"Female","All_races",234,15
2019,10,"Female","All_races",263,15
2020,10,"Female","All_races",298,15
2010,11,"Female","All_races",300,15
2011,11,"Female","All_races",306,15
2012,11,"Female","All_races",287,15
2013,11,"Female","All_races",307,15
2014,11,"Female","All_races",281,15
2015,11,"Female","All_races",298,15
2016,11,"Female","All_races",286,15
2017,11,"Female","All_races",316,15
2018,11,"Female","All_races",282,15
2019,11,"Female","All_races",263,15
2020,11,"Female","All_races",276,15
2010,12,"Female","All_races",345,15
2011,12,"Female","All_races",352,15
2012,12,"Female","All_races",365,15
2013,12,"Female","All_races",354,15
2014,12,"Female","All_races",314,15
2015,12,"Female","All_races",363,15
2016,12,"Female","All_races",301,15
2017,12,"Female","All_races",307,15
2018,12,"Female","All_races",307,15
2019,12,"Female","All_races",281,15
2020,12,"Female","All_races",277,15
2011,1,"Female","All_races",434,20
2012,1,"Female","All_races",377,20
2013,1,"Female","All_races",393,20
2014,1,"Female","All_races",403,20
2015,1,"Female","All_races",400,20
2016,1,"Female","All_races",390,20
2017,1,"Female","All_races",367,20
2018,1,"Female","All_races",400,20
2019,1,"Female","All_races",368,20
2020,1,"Female","All_races",384,20
2011,2,"Female","All_races",354,20
2012,2,"Female","All_races",345,20
2013,2,"Female","All_races",355,20
2014,2,"Female","All_races",334,20
2015,2,"Female","All_races",343,20
2016,2,"Female","All_races",354,20
2017,2,"Female","All_races",350,20
2018,2,"Female","All_races",318,20
2019,2,"Female","All_races",338,20
2020,2,"Female","All_races",383,20
2011,3,"Female","All_races",391,20
2012,3,"Female","All_races",391,20
2013,3,"Female","All_races",387,20
2014,3,"Female","All_races",402,20
2015,3,"Female","All_races",375,20
2016,3,"Female","All_races",421,20
2017,3,"Female","All_races",397,20
2018,3,"Female","All_races",381,20
2019,3,"Female","All_races",377,20
2020,3,"Female","All_races",431,20
2011,4,"Female","All_races",388,20
2012,4,"Female","All_races",398,20
2013,4,"Female","All_races",368,20
2014,4,"Female","All_races",385,20
2015,4,"Female","All_races",366,20
2016,4,"Female","All_races",405,20
2017,4,"Female","All_races",354,20
2018,4,"Female","All_races",373,20
2019,4,"Female","All_races",373,20
2020,4,"Female","All_races",378,20
2011,5,"Female","All_races",382,20
2012,5,"Female","All_races",387,20
2013,5,"Female","All_races",402,20
2014,5,"Female","All_races",388,20
2015,5,"Female","All_races",406,20
2016,5,"Female","All_races",393,20
2017,5,"Female","All_races",378,20
2018,5,"Female","All_races",370,20
2019,5,"Female","All_races",384,20
2020,5,"Female","All_races",448,20
2011,6,"Female","All_races",389,20
2012,6,"Female","All_races",413,20
2013,6,"Female","All_races",360,20
2014,6,"Female","All_races",414,20
2015,6,"Female","All_races",351,20
2016,6,"Female","All_races",378,20
2017,6,"Female","All_races",352,20
2018,6,"Female","All_races",384,20
2019,6,"Female","All_races",401,20
2020,6,"Female","All_races",392,20
2011,7,"Female","All_races",389,20
2012,7,"Female","All_races",425,20
2013,7,"Female","All_races",409,20
2014,7,"Female","All_races",319,20
2015,7,"Female","All_races",338,20
2016,7,"Female","All_races",365,20
2017,7,"Female","All_races",396,20
2018,7,"Female","All_races",369,20
2019,7,"Female","All_races",403,20
2020,7,"Female","All_races",388,20
2010,8,"Female","All_races",391,20
2011,8,"Female","All_races",390,20
2012,8,"Female","All_races",381,20
2013,8,"Female","All_races",364,20
2014,8,"Female","All_races",401,20
2015,8,"Female","All_races",375,20
2016,8,"Female","All_races",353,20
2017,8,"Female","All_races",394,20
2018,8,"Female","All_races",380,20
2019,8,"Female","All_races",348,20
2020,8,"Female","All_races",410,20
2010,9,"Female","All_races",389,20
2011,9,"Female","All_races",386,20
2012,9,"Female","All_races",406,20
2013,9,"Female","All_races",327,20
2014,9,"Female","All_races",352,20
2015,9,"Female","All_races",359,20
2016,9,"Female","All_races",348,20
2017,9,"Female","All_races",400,20
2018,9,"Female","All_races",346,20
2019,9,"Female","All_races",352,20
2020,9,"Female","All_races",438,20
2010,10,"Female","All_races",415,20
2011,10,"Female","All_races",370,20
2012,10,"Female","All_races",399,20
2013,10,"Female","All_races",387,20
2014,10,"Female","All_races",345,20
2015,10,"Female","All_races",389,20
2016,10,"Female","All_races",370,20
2017,10,"Female","All_races",342,20
2018,10,"Female","All_races",379,20
2019,10,"Female","All_races",373,20
2020,10,"Female","All_races",447,20
2010,11,"Female","All_races",376,20
2011,11,"Female","All_races",393,20
2012,11,"Female","All_races",331,20
2013,11,"Female","All_races",348,20
2014,11,"Female","All_races",355,20
2015,11,"Female","All_races",372,20
2016,11,"Female","All_races",381,20
2017,11,"Female","All_races",349,20
2018,11,"Female","All_races",369,20
2019,11,"Female","All_races",416,20
2020,11,"Female","All_races",396,20
2010,12,"Female","All_races",415,20
2011,12,"Female","All_races",415,20
2012,12,"Female","All_races",412,20
2013,12,"Female","All_races",347,20
2014,12,"Female","All_races",368,20
2015,12,"Female","All_races",361,20
2016,12,"Female","All_races",396,20
2017,12,"Female","All_races",378,20
2018,12,"Female","All_races",378,20
2019,12,"Female","All_races",395,20
2020,12,"Female","All_races",446,20
2011,1,"Female","All_races",495,25
2012,1,"Female","All_races",484,25
2013,1,"Female","All_races",504,25
2014,1,"Female","All_races",488,25
2015,1,"Female","All_races",492,25
2016,1,"Female","All_races",463,25
2017,1,"Female","All_races",424,25
2018,1,"Female","All_races",438,25
2019,1,"Female","All_races",423,25
2020,1,"Female","All_races",420,25
2011,2,"Female","All_races",462,25
2012,2,"Female","All_races",488,25
2013,2,"Female","All_races",423,25
2014,2,"Female","All_races",438,25
2015,2,"Female","All_races",447,25
2016,2,"Female","All_races",485,25
2017,2,"Female","All_races",398,25
2018,2,"Female","All_races",396,25
2019,2,"Female","All_races",388,25
2020,2,"Female","All_races",433,25
2011,3,"Female","All_races",489,25
2012,3,"Female","All_races",477,25
2013,3,"Female","All_races",459,25
2014,3,"Female","All_races",496,25
2015,3,"Female","All_races",462,25
2016,3,"Female","All_races",477,25
2017,3,"Female","All_races",423,25
2018,3,"Female","All_races",428,25
2019,3,"Female","All_races",456,25
2020,3,"Female","All_races",488,25
2011,4,"Female","All_races",505,25
2012,4,"Female","All_races",479,25
2013,4,"Female","All_races",422,25
2014,4,"Female","All_races",473,25
2015,4,"Female","All_races",421,25
2016,4,"Female","All_races",494,25
2017,4,"Female","All_races",466,25
2018,4,"Female","All_races",421,25
2019,4,"Female","All_races",422,25
2020,4,"Female","All_races",431,25
2011,5,"Female","All_races",510,25
2012,5,"Female","All_races",468,25
2013,5,"Female","All_races",515,25
2014,5,"Female","All_races",503,25
2015,5,"Female","All_races",457,25
2016,5,"Female","All_races",466,25
2017,5,"Female","All_races",427,25
2018,5,"Female","All_races",421,25
2019,5,"Female","All_races",442,25
2020,5,"Female","All_races",537,25
2011,6,"Female","All_races",483,25
2012,6,"Female","All_races",468,25
2013,6,"Female","All_races",447,25
2014,6,"Female","All_races",437,25
2015,6,"Female","All_races",441,25
2016,6,"Female","All_races",431,25
2017,6,"Female","All_races",445,25
2018,6,"Female","All_races",406,25
2019,6,"Female","All_races",455,25
2020,6,"Female","All_races",513,25
2011,7,"Female","All_races",484,25
2012,7,"Female","All_races",513,25
2013,7,"Female","All_races",475,25
2014,7,"Female","All_races",460,25
2015,7,"Female","All_races",436,25
2016,7,"Female","All_races",438,25
2017,7,"Female","All_races",437,25
2018,7,"Female","All_races",400,25
2019,7,"Female","All_races",440,25
2020,7,"Female","All_races",510,25
2010,8,"Female","All_races",465,25
2011,8,"Female","All_races",497,25
2012,8,"Female","All_races",466,25
2013,8,"Female","All_races",452,25
2014,8,"Female","All_races",480,25
2015,8,"Female","All_races",438,25
2016,8,"Female","All_races",485,25
2017,8,"Female","All_races",433,25
2018,8,"Female","All_races",438,25
2019,8,"Female","All_races",422,25
2020,8,"Female","All_races",465,25
2010,9,"Female","All_races",514,25
2011,9,"Female","All_races",450,25
2012,9,"Female","All_races",468,25
2013,9,"Female","All_races",478,25
2014,9,"Female","All_races",520,25
2015,9,"Female","All_races",449,25
2016,9,"Female","All_races",383,25
2017,9,"Female","All_races",428,25
2018,9,"Female","All_races",421,25
2019,9,"Female","All_races",441,25
2020,9,"Female","All_races",478,25
2010,10,"Female","All_races",461,25
2011,10,"Female","All_races",527,25
2012,10,"Female","All_races",454,25
2013,10,"Female","All_races",469,25
2014,10,"Female","All_races",443,25
2015,10,"Female","All_races",465,25
2016,10,"Female","All_races",444,25
2017,10,"Female","All_races",450,25
2018,10,"Female","All_races",394,25
2019,10,"Female","All_races",441,25
2020,10,"Female","All_races",496,25
2010,11,"Female","All_races",454,25
2011,11,"Female","All_races",454,25
2012,11,"Female","All_races",432,25
2013,11,"Female","All_races",454,25
2014,11,"Female","All_races",401,25
2015,11,"Female","All_races",431,25
2016,11,"Female","All_races",452,25
2017,11,"Female","All_races",439,25
2018,11,"Female","All_races",398,25
2019,11,"Female","All_races",450,25
2020,11,"Female","All_races",469,25
2010,12,"Female","All_races",537,25
2011,12,"Female","All_races",510,25
2012,12,"Female","All_races",482,25
2013,12,"Female","All_races",490,25
2014,12,"Female","All_races",487,25
2015,12,"Female","All_races",440,25
2016,12,"Female","All_races",446,25
2017,12,"Female","All_races",419,25
2018,12,"Female","All_races",455,25
2019,12,"Female","All_races",395,25
2020,12,"Female","All_races",563,25
2011,1,"Female","All_races",643,30
2012,1,"Female","All_races",594,30
2013,1,"Female","All_races",671,30
2014,1,"Female","All_races",640,30
2015,1,"Female","All_races",660,30
2016,1,"Female","All_races",649,30
2017,1,"Female","All_races",627,30
2018,1,"Female","All_races",616,30
2019,1,"Female","All_races",621,30
2020,1,"Female","All_races",603,30
2011,2,"Female","All_races",572,30
2012,2,"Female","All_races",609,30
2013,2,"Female","All_races",572,30
2014,2,"Female","All_races",625,30
2015,2,"Female","All_races",562,30
2016,2,"Female","All_races",589,30
2017,2,"Female","All_races",578,30
2018,2,"Female","All_races",566,30
2019,2,"Female","All_races",596,30
2020,2,"Female","All_races",585,30
2011,3,"Female","All_races",666,30
2012,3,"Female","All_races",623,30
2013,3,"Female","All_races",686,30
2014,3,"Female","All_races",706,30
2015,3,"Female","All_races",632,30
2016,3,"Female","All_races",655,30
2017,3,"Female","All_races",649,30
2018,3,"Female","All_races",599,30
2019,3,"Female","All_races",564,30
2020,3,"Female","All_races",674,30
2011,4,"Female","All_races",609,30
2012,4,"Female","All_races",656,30
2013,4,"Female","All_races",629,30
2014,4,"Female","All_races",594,30
2015,4,"Female","All_races",632,30
2016,4,"Female","All_races",710,30
2017,4,"Female","All_races",591,30
2018,4,"Female","All_races",619,30
2019,4,"Female","All_races",595,30
2020,4,"Female","All_races",614,30
2011,5,"Female","All_races",649,30
2012,5,"Female","All_races",671,30
2013,5,"Female","All_races",678,30
2014,5,"Female","All_races",680,30
2015,5,"Female","All_races",648,30
2016,5,"Female","All_races",663,30
2017,5,"Female","All_races",585,30
2018,5,"Female","All_races",616,30
2019,5,"Female","All_races",634,30
2020,5,"Female","All_races",773,30
2011,6,"Female","All_races",632,30
2012,6,"Female","All_races",643,30
2013,6,"Female","All_races",622,30
2014,6,"Female","All_races",621,30
2015,6,"Female","All_races",645,30
2016,6,"Female","All_races",620,30
2017,6,"Female","All_races",634,30
2018,6,"Female","All_races",616,30
2019,6,"Female","All_races",604,30
2020,6,"Female","All_races",699,30
2011,7,"Female","All_races",592,30
2012,7,"Female","All_races",639,30
2013,7,"Female","All_races",638,30
2014,7,"Female","All_races",647,30
