"Year","Month","sex","race","obitos","age_x"
2010,8,"Female","All_races",4761,75
2011,8,"Female","All_races",4854,75
2012,8,"Female","All_races",4945,75
2013,8,"Female","All_races",5204,75
2014,8,"Female","All_races",5346,75
2015,8,"Female","All_races",5459,75
2016,8,"Female","All_races",5426,75
2017,8,"Female","All_races",5657,75
2018,8,"Female","All_races",5680,75
2019,8,"Female","All_races",6152,75
2020,8,"Female","All_races",6828,75
2010,9,"Female","All_races",4561,75
2011,9,"Female","All_races",4573,75
2012,9,"Female","All_races",4775,75
2013,9,"Female","All_races",4729,75
2014,9,"Female","All_races",5009,75
2015,9,"Female","All_races",5078,75
2016,9,"Female","All_races",4936,75
2017,9,"Female","All_races",5228,75
2018,9,"Female","All_races",5356,75
2019,9,"Female","All_races",5710,75
2020,9,"Female","All_races",6203,75
2010,10,"Female","All_races",4359,75
2011,10,"Female","All_races",4539,75
2012,10,"Female","All_races",4803,75
2013,10,"Female","All_races",4893,75
2014,10,"Female","All_races",5140,75
2015,10,"Female","All_races",5251,75
2016,10,"Female","All_races",5181,75
2017,10,"Female","All_races",5265,75
2018,10,"Female","All_races",5262,75
2019,10,"Female","All_races",5602,75
2020,10,"Female","All_races",6246,75
2010,11,"Female","All_races",4190,75
2011,11,"Female","All_races",4228,75
2012,11,"Female","All_races",4414,75
2013,11,"Female","All_races",4534,75
2014,11,"Female","All_races",4621,75
2015,11,"Female","All_races",4955,75
2016,11,"Female","All_races",4826,75
2017,11,"Female","All_races",5096,75
2018,11,"Female","All_races",5185,75
2019,11,"Female","All_races",5263,75
2020,11,"Female","All_races",6056,75
2010,12,"Female","All_races",4486,75
2011,12,"Female","All_races",4438,75
2012,12,"Female","All_races",4579,75
2013,12,"Female","All_races",4700,75
2014,12,"Female","All_races",4915,75
2015,12,"Female","All_races",5124,75
2016,12,"Female","All_races",4889,75
2017,12,"Female","All_races",5294,75
2018,12,"Female","All_races",5517,75
2019,12,"Female","All_races",5447,75
2020,12,"Female","All_races",6837,75
2011,1,"Female","All_races",14320,80
2012,1,"Female","All_races",12996,80
2013,1,"Female","All_races",13757,80
2014,1,"Female","All_races",15685,80
2015,1,"Female","All_races",16774,80
2016,1,"Female","All_races",16023,80
2017,1,"Female","All_races",16469,80
2018,1,"Female","All_races",17013,80
2019,1,"Female","All_races",18593,80
2020,1,"Female","All_races",18751,80
2011,2,"Female","All_races",12633,80
2012,2,"Female","All_races",12738,80
2013,2,"Female","All_races",12758,80
2014,2,"Female","All_races",15198,80
2015,2,"Female","All_races",13303,80
2016,2,"Female","All_races",15739,80
2017,2,"Female","All_races",15180,80
2018,2,"Female","All_races",14814,80
2019,2,"Female","All_races",16427,80
2020,2,"Female","All_races",17009,80
2011,3,"Female","All_races",13608,80
2012,3,"Female","All_races",13008,80
2013,3,"Female","All_races",14314,80
2014,3,"Female","All_races",14232,80
2015,3,"Female","All_races",15335,80
2016,3,"Female","All_races",17193,80
2017,3,"Female","All_races",17758,80
2018,3,"Female","All_races",17749,80
2019,3,"Female","All_races",18236,80
2020,3,"Female","All_races",19558,80
2011,4,"Female","All_races",12647,80
2012,4,"Female","All_races",12968,80
2013,4,"Female","All_races",14206,80
2014,4,"Female","All_races",14010,80
2015,4,"Female","All_races",16324,80
2016,4,"Female","All_races",17119,80
2017,4,"Female","All_races",17271,80
2018,4,"Female","All_races",17163,80
2019,4,"Female","All_races",18269,80
2020,4,"Female","All_races",19452,80
2011,5,"Female","All_races",14329,80
2012,5,"Female","All_races",14669,80
2013,5,"Female","All_races",15543,80
2014,5,"Female","All_races",15799,80
2015,5,"Female","All_races",18326,80
2016,5,"Female","All_races",18178,80
2017,5,"Female","All_races",19053,80
2018,5,"Female","All_races",19025,80
2019,5,"Female","All_races",20014,80
2020,5,"Female","All_races",24050,80
2011,6,"Female","All_races",15265,80
2012,6,"Female","All_races",14895,80
2013,6,"Female","All_races",15749,80
2014,6,"Female","All_races",16219,80
2015,6,"Female","All_races",18015,80
2016,6,"Female","All_races",19507,80
2017,6,"Female","All_races",19493,80
2018,6,"Female","All_races",19949,80
2019,6,"Female","All_races",20630,80
2020,6,"Female","All_races",22295,80
2011,7,"Female","All_races",15905,80
2012,7,"Female","All_races",16565,80
2013,7,"Female","All_races",16779,80
2014,7,"Female","All_races",16631,80
2015,7,"Female","All_races",18436,80
2016,7,"Female","All_races",19962,80
2017,7,"Female","All_races",21085,80
2018,7,"Female","All_races",20638,80
2019,7,"Female","All_races",22266,80
2020,7,"Female","All_races",23237,80
2010,8,"Female","All_races",14283,80
2011,8,"Female","All_races",14834,80
2012,8,"Female","All_races",14983,80
2013,8,"Female","All_races",16827,80
2014,8,"Female","All_races",17043,80
2015,8,"Female","All_races",17077,80
2016,8,"Female","All_races",18010,80
2017,8,"Female","All_races",19460,80
2018,8,"Female","All_races",19724,80
2019,8,"Female","All_races",20670,80
2020,8,"Female","All_races",23317,80
2010,9,"Female","All_races",13613,80
2011,9,"Female","All_races",13769,80
2012,9,"Female","All_races",14767,80
2013,9,"Female","All_races",15303,80
2014,9,"Female","All_races",15927,80
2015,9,"Female","All_races",16582,80
2016,9,"Female","All_races",16614,80
2017,9,"Female","All_races",17835,80
2018,9,"Female","All_races",18414,80
2019,9,"Female","All_races",19767,80
2020,9,"Female","All_races",20982,80
2010,10,"Female","All_races",13321,80
2011,10,"Female","All_races",13397,80
2012,10,"Female","All_races",15004,80
2013,10,"Female","All_races",14944,80
2014,10,"Female","All_races",16565,80
2015,10,"Female","All_races",16535,80
2016,10,"Female","All_races",16949,80
2017,10,"Female","All_races",18218,80
2018,10,"Female","All_races",17787,80
2019,10,"Female","All_races",19100,80
2020,10,"Female","All_races",22166,80
2010,11,"Female","All_races",12405,80
2011,11,"Female","All_races",12605,80
2012,11,"Female","All_races",13389,80
2013,11,"Female","All_races",13735,80
2014,11,"Female","All_races",14106,80
2015,11,"Female","All_races",15598,80
2016,11,"Female","All_races",15355,80
2017,11,"Female","All_races",16320,80
2018,11,"Female","All_races",17217,80
2019,11,"Female","All_races",18003,80
2020,11,"Female","All_races",19880,80
2010,12,"Female","All_races",13439,80
2011,12,"Female","All_races",13148,80
2012,12,"Female","All_races",14627,80
2013,12,"Female","All_races",14327,80
2014,12,"Female","All_races",15087,80
2015,12,"Female","All_races",16570,80
2016,12,"Female","All_races",16343,80
2017,12,"Female","All_races",17386,80
2018,12,"Female","All_races",18512,80
2019,12,"Female","All_races",18584,80
2020,12,"Female","All_races",22424,80
2010,8,"Female","Asian",2,0
2010,9,"Female","Asian",1,0
2010,10,"Female","Asian",4,0
2010,11,"Female","Asian",3,0
2010,12,"Female","Asian",4,0
2011,1,"Female","Asian",3,0
2011,2,"Female","Asian",5,0
2011,3,"Female","Asian",4,0
2011,5,"Female","Asian",2,0
2011,6,"Female","Asian",2,0
2011,7,"Female","Asian",2,0
2011,9,"Female","Asian",3,0
2011,10,"Female","Asian",4,0
2011,12,"Female","Asian",5,0
2012,1,"Female","Asian",2,0
2012,2,"Female","Asian",2,0
2012,3,"Female","Asian",4,0
2012,4,"Female","Asian",3,0
2012,5,"Female","Asian",3,0
2012,6,"Female","Asian",3,0
2012,7,"Female","Asian",2,0
2012,8,"Female","Asian",4,0
2012,10,"Female","Asian",2,0
2012,11,"Female","Asian",4,0
2013,1,"Female","Asian",5,0
2013,3,"Female","Asian",3,0
2013,4,"Female","Asian",1,0
2013,6,"Female","Asian",2,0
2013,8,"Female","Asian",4,0
2013,9,"Female","Asian",1,0
2013,10,"Female","Asian",4,0
2013,12,"Female","Asian",2,0
2014,1,"Female","Asian",1,0
2014,2,"Female","Asian",3,0
2014,3,"Female","Asian",1,0
2014,4,"Female","Asian",2,0
2014,5,"Female","Asian",2,0
2014,6,"Female","Asian",2,0
2014,7,"Female","Asian",5,0
2014,8,"Female","Asian",4,0
2014,9,"Female","Asian",5,0
2014,11,"Female","Asian",5,0
2014,12,"Female","Asian",5,0
2015,1,"Female","Asian",3,0
2015,2,"Female","Asian",3,0
2015,3,"Female","Asian",3,0
2015,4,"Female","Asian",2,0
2015,5,"Female","Asian",2,0
2015,6,"Female","Asian",4,0
2015,7,"Female","Asian",4,0
2015,8,"Female","Asian",2,0
2015,9,"Female","Asian",2,0
2015,10,"Female","Asian",1,0
2015,11,"Female","Asian",4,0
2015,12,"Female","Asian",5,0
2016,1,"Female","Asian",2,0
2016,2,"Female","Asian",2,0
2016,3,"Female","Asian",4,0
2016,4,"Female","Asian",4,0
2016,5,"Female","Asian",2,0
2016,6,"Female","Asian",4,0
2016,7,"Female","Asian",3,0
2016,9,"Female","Asian",1,0
2016,10,"Female","Asian",2,0
2016,11,"Female","Asian",1,0
2016,12,"Female","Asian",2,0
2017,1,"Female","Asian",4,0
2017,2,"Female","Asian",4,0
2017,3,"Female","Asian",2,0
2017,4,"Female","Asian",2,0
2017,5,"Female","Asian",4,0
2017,6,"Female","Asian",2,0
2017,7,"Female","Asian",1,0
2017,8,"Female","Asian",5,0
2017,9,"Female","Asian",1,0
2017,10,"Female","Asian",1,0
2017,12,"Female","Asian",1,0
2018,1,"Female","Asian",1,0
2018,2,"Female","Asian",2,0
2018,3,"Female","Asian",2,0
2018,4,"Female","Asian",1,0
2018,5,"Female","Asian",4,0
2018,6,"Female","Asian",2,0
2018,7,"Female","Asian",1,0
2018,8,"Female","Asian",2,0
2018,9,"Female","Asian",1,0
2018,10,"Female","Asian",3,0
2018,11,"Female","Asian",1,0
2018,12,"Female","Asian",8,0
2019,1,"Female","Asian",2,0
2019,2,"Female","Asian",6,0
2019,3,"Female","Asian",4,0
2019,4,"Female","Asian",1,0
2019,5,"Female","Asian",1,0
2019,7,"Female","Asian",6,0
2019,8,"Female","Asian",5,0
2019,9,"Female","Asian",1,0
2019,10,"Female","Asian",3,0
2019,11,"Female","Asian",2,0
2019,12,"Female","Asian",4,0
2020,1,"Female","Asian",3,0
2020,3,"Female","Asian",5,0
2020,4,"Female","Asian",3,0
2020,5,"Female","Asian",5,0
2020,6,"Female","Asian",1,0
2020,7,"Female","Asian",2,0
2020,8,"Female","Asian",2,0
2020,9,"Female","Asian",1,0
2020,10,"Female","Asian",2,0
2020,11,"Female","Asian",3,0
2020,12,"Female","Asian",2,0
2010,8,"Female","Asian",1,5
2010,12,"Female","Asian",1,5
2011,1,"Female","Asian",1,5
2011,2,"Female","Asian",1,5
2011,10,"Female","Asian",1,5
2011,12,"Female","Asian",1,5
2012,1,"Female","Asian",1,5
2012,5,"Female","Asian",1,5
2012,8,"Female","Asian",1,5
2012,11,"Female","Asian",1,5
2014,5,"Female","Asian",1,5
2015,3,"Female","Asian",2,5
2015,6,"Female","Asian",1,5
2015,10,"Female","Asian",1,5
2016,4,"Female","Asian",1,5
2016,8,"Female","Asian",1,5
2016,9,"Female","Asian",1,5
2016,10,"Female","Asian",1,5
2016,11,"Female","Asian",1,5
2017,1,"Female","Asian",1,5
2017,11,"Female","Asian",1,5
2018,4,"Female","Asian",1,5
2018,9,"Female","Asian",1,5
2018,10,"Female","Asian",1,5
2018,12,"Female","Asian",1,5
2019,1,"Female","Asian",1,5
2019,2,"Female","Asian",1,5
2019,3,"Female","Asian",1,5
2019,8,"Female","Asian",1,5
2019,9,"Female","Asian",1,5
2020,7,"Female","Asian",1,5
2010,12,"Female","Asian",1,10
2011,1,"Female","Asian",1,10
2011,2,"Female","Asian",1,10
2011,4,"Female","Asian",1,10
2011,11,"Female","Asian",1,10
2011,12,"Female","Asian",1,10
2012,1,"Female","Asian",1,10
2012,2,"Female","Asian",2,10
2012,7,"Female","Asian",2,10
2012,8,"Female","Asian",1,10
2012,9,"Female","Asian",1,10
2012,10,"Female","Asian",1,10
2013,6,"Female","Asian",2,10
2013,7,"Female","Asian",1,10
2013,8,"Female","Asian",1,10
2013,11,"Female","Asian",1,10
2014,4,"Female","Asian",1,10
2015,4,"Female","Asian",1,10
2015,6,"Female","Asian",1,10
2015,9,"Female","Asian",1,10
2016,6,"Female","Asian",1,10
2017,4,"Female","Asian",1,10
2017,8,"Female","Asian",1,10
2017,11,"Female","Asian",1,10
2017,12,"Female","Asian",1,10
2018,1,"Female","Asian",1,10
2018,5,"Female","Asian",1,10
2018,12,"Female","Asian",1,10
2019,7,"Female","Asian",1,10
2019,9,"Female","Asian",2,10
2019,12,"Female","Asian",1,10
2020,11,"Female","Asian",1,10
2010,11,"Female","Asian",1,15
2010,12,"Female","Asian",1,15
2011,1,"Female","Asian",2,15
2011,5,"Female","Asian",1,15
2011,8,"Female","Asian",1,15
2011,11,"Female","Asian",1,15
2012,2,"Female","Asian",1,15
2012,4,"Female","Asian",1,15
2012,6,"Female","Asian",1,15
2012,10,"Female","Asian",2,15
2012,11,"Female","Asian",1,15
2013,1,"Female","Asian",1,15
2013,2,"Female","Asian",1,15
2013,3,"Female","Asian",1,15
2013,5,"Female","Asian",1,15
2013,6,"Female","Asian",3,15
2013,12,"Female","Asian",2,15
2014,5,"Female","Asian",1,15
2014,6,"Female","Asian",3,15
2014,9,"Female","Asian",1,15
2014,11,"Female","Asian",2,15
2015,1,"Female","Asian",1,15
2015,2,"Female","Asian",1,15
2015,3,"Female","Asian",1,15
2015,5,"Female","Asian",1,15
2015,6,"Female","Asian",1,15
2015,12,"Female","Asian",2,15
2016,1,"Female","Asian",1,15
2016,6,"Female","Asian",1,15
2016,7,"Female","Asian",3,15
2016,9,"Female","Asian",4,15
2016,10,"Female","Asian",1,15
2016,11,"Female","Asian",2,15
2017,1,"Female","Asian",1,15
2017,4,"Female","Asian",4,15
2017,7,"Female","Asian",1,15
2017,8,"Female","Asian",1,15
2017,10,"Female","Asian",1,15
2017,11,"Female","Asian",1,15
2017,12,"Female","Asian",3,15
2018,4,"Female","Asian",2,15
2018,5,"Female","Asian",1,15
2018,8,"Female","Asian",2,15
2018,9,"Female","Asian",3,15
2018,12,"Female","Asian",1,15
2019,2,"Female","Asian",1,15
2019,5,"Female","Asian",1,15
2019,6,"Female","Asian",1,15
2019,9,"Female","Asian",1,15
2019,11,"Female","Asian",1,15
2020,1,"Female","Asian",2,15
2020,4,"Female","Asian",5,15
2020,5,"Female","Asian",1,15
2020,6,"Female","Asian",1,15
2020,7,"Female","Asian",1,15
2020,8,"Female","Asian",1,15
2020,9,"Female","Asian",2,15
2020,10,"Female","Asian",4,15
2020,11,"Female","Asian",1,15
2020,12,"Female","Asian",1,15
2010,9,"Female","Asian",1,20
2010,10,"Female","Asian",2,20
2010,11,"Female","Asian",1,20
2010,12,"Female","Asian",1,20
2011,2,"Female","Asian",2,20
2011,5,"Female","Asian",2,20
2011,7,"Female","Asian",1,20
2011,8,"Female","Asian",1,20
2012,5,"Female","Asian",1,20
2012,6,"Female","Asian",1,20
2012,7,"Female","Asian",1,20
2012,8,"Female","Asian",2,20
2012,10,"Female","Asian",1,20
2012,11,"Female","Asian",1,20
2012,12,"Female","Asian",2,20
2013,2,"Female","Asian",1,20
2013,3,"Female","Asian",2,20
2013,4,"Female","Asian",1,20
2013,7,"Female","Asian",3,20
2013,8,"Female","Asian",1,20
2013,9,"Female","Asian",1,20
2013,10,"Female","Asian",1,20
2013,11,"Female","Asian",1,20
2013,12,"Female","Asian",1,20
2014,1,"Female","Asian",1,20
2014,4,"Female","Asian",4,20
2014,5,"Female","Asian",2,20
2014,6,"Female","Asian",1,20
2015,1,"Female","Asian",1,20
2015,2,"Female","Asian",3,20
2015,3,"Female","Asian",2,20
2015,4,"Female","Asian",2,20
2015,5,"Female","Asian",2,20
2015,6,"Female","Asian",1,20
2015,7,"Female","Asian",2,20
2015,9,"Female","Asian",1,20
2015,10,"Female","Asian",1,20
2015,11,"Female","Asian",3,20
2015,12,"Female","Asian",1,20
2016,4,"Female","Asian",1,20
2016,5,"Female","Asian",1,20
2016,7,"Female","Asian",2,20
2016,8,"Female","Asian",1,20
2016,9,"Female","Asian",1,20
2016,10,"Female","Asian",1,20
2016,11,"Female","Asian",2,20
2017,1,"Female","Asian",1,20
2017,3,"Female","Asian",2,20
2017,5,"Female","Asian",3,20
2017,7,"Female","Asian",2,20
2017,8,"Female","Asian",1,20
2017,9,"Female","Asian",2,20
2017,10,"Female","Asian",1,20
2017,12,"Female","Asian",1,20
2018,1,"Female","Asian",1,20
2018,2,"Female","Asian",1,20
2018,4,"Female","Asian",2,20
2018,5,"Female","Asian",1,20
2018,6,"Female","Asian",2,20
2018,7,"Female","Asian",1,20
2018,8,"Female","Asian",1,20
2018,12,"Female","Asian",1,20
2019,1,"Female","Asian",1,20
2019,3,"Female","Asian",1,20
2019,4,"Female","Asian",1,20
2019,5,"Female","Asian",1,20
2019,6,"Female","Asian",1,20
2019,7,"Female","Asian",1,20
2019,9,"Female","Asian",1,20
2019,12,"Female","Asian",1,20
2020,1,"Female","Asian",2,20
2020,3,"Female","Asian",2,20
2020,4,"Female","Asian",1,20
2020,5,"Female","Asian",3,20
2020,6,"Female","Asian",1,20
2020,7,"Female","Asian",1,20
2020,8,"Female","Asian",1,20
2020,10,"Female","Asian",2,20
2020,11,"Female","Asian",1,20
2010,8,"Female","Asian",2,25
2010,9,"Female","Asian",1,25
2010,11,"Female","Asian",3,25
2010,12,"Female","Asian",2,25
2011,2,"Female","Asian",3,25
2011,3,"Female","Asian",2,25
2011,4,"Female","Asian",2,25
2011,6,"Female","Asian",3,25
2011,7,"Female","Asian",2,25
2011,8,"Female","Asian",1,25
2011,9,"Female","Asian",1,25
2011,10,"Female","Asian",1,25
2011,12,"Female","Asian",1,25
2012,1,"Female","Asian",1,25
2012,2,"Female","Asian",1,25
2012,3,"Female","Asian",1,25
2012,4,"Female","Asian",1,25
2012,5,"Female","Asian",3,25
2012,7,"Female","Asian",1,25
2012,8,"Female","Asian",1,25
2012,9,"Female","Asian",1,25
2012,10,"Female","Asian",1,25
2012,11,"Female","Asian",1,25
2012,12,"Female","Asian",2,25
2013,3,"Female","Asian",1,25
2013,4,"Female","Asian",3,25
2013,5,"Female","Asian",1,25
2013,6,"Female","Asian",1,25
2013,7,"Female","Asian",1,25
2013,9,"Female","Asian",2,25
2013,11,"Female","Asian",1,25
2013,12,"Female","Asian",2,25
2014,1,"Female","Asian",4,25
2014,2,"Female","Asian",1,25
2014,4,"Female","Asian",1,25
2014,5,"Female","Asian",3,25
2014,6,"Female","Asian",4,25
2014,7,"Female","Asian",1,25
2014,8,"Female","Asian",1,25
2014,10,"Female","Asian",1,25
2014,12,"Female","Asian",1,25
2015,2,"Female","Asian",3,25
2015,3,"Female","Asian",1,25
2015,5,"Female","Asian",1,25
2015,7,"Female","Asian",2,25
2015,11,"Female","Asian",2,25
2015,12,"Female","Asian",1,25
2016,1,"Female","Asian",1,25
2016,4,"Female","Asian",1,25
2016,5,"Female","Asian",1,25
2016,6,"Female","Asian",2,25
2016,7,"Female","Asian",2,25
2016,8,"Female","Asian",1,25
2016,11,"Female","Asian",2,25
2016,12,"Female","Asian",2,25
2017,1,"Female","Asian",2,25
2017,2,"Female","Asian",1,25
2017,3,"Female","Asian",1,25
2017,4,"Female","Asian",3,25
2017,5,"Female","Asian",2,25
2017,6,"Female","Asian",2,25
2017,7,"Female","Asian",2,25
2017,9,"Female","Asian",1,25
2017,10,"Female","Asian",2,25
2017,11,"Female","Asian",1,25
2017,12,"Female","Asian",2,25
2018,1,"Female","Asian",1,25
2018,2,"Female","Asian",4,25
2018,3,"Female","Asian",2,25
2018,6,"Female","Asian",1,25
2018,7,"Female","Asian",1,25
2018,9,"Female","Asian",1,25
2018,10,"Female","Asian",1,25
2018,11,"Female","Asian",3,25
2018,12,"Female","Asian",1,25
2019,1,"Female","Asian",1,25
2019,2,"Female","Asian",1,25
2019,3,"Female","Asian",1,25
2019,4,"Female","Asian",3,25
2019,6,"Female","Asian",1,25
2019,7,"Female","Asian",3,25
2019,8,"Female","Asian",1,25
2019,9,"Female","Asian",1,25
2019,10,"Female","Asian",1,25
2019,11,"Female","Asian",1,25
2020,1,"Female","Asian",1,25
2020,2,"Female","Asian",2,25
2020,4,"Female","Asian",2,25
2020,5,"Female","Asian",2,25
2020,6,"Female","Asian",1,25
2020,7,"Female","Asian",2,25
2020,8,"Female","Asian",2,25
2020,9,"Female","Asian",2,25
2020,10,"Female","Asian",2,25
2020,11,"Female","Asian",2,25
2020,12,"Female","Asian",2,25
2010,8,"Female","Asian",2,30
2010,9,"Female","Asian",3,30
2010,10,"Female","Asian",2,30
2010,11,"Female","Asian",1,30
2011,1,"Female","Asian",1,30
2011,2,"Female","Asian",1,30
2011,4,"Female","Asian",3,30
2011,5,"Female","Asian",2,30
2011,7,"Female","Asian",2,30
2011,8,"Female","Asian",1,30
2011,9,"Female","Asian",1,30
2011,10,"Female","Asian",3,30
2011,12,"Female","Asian",5,30
2012,1,"Female","Asian",3,30
2012,2,"Female","Asian",4,30
2012,3,"Female","Asian",2,30
2012,5,"Female","Asian",2,30
2012,6,"Female","Asian",2,30
2012,7,"Female","Asian",1,30
2012,8,"Female","Asian",6,30
2012,10,"Female","Asian",2,30
2012,11,"Female","Asian",2,30
2012,12,"Female","Asian",1,30
2013,3,"Female","Asian",2,30
2013,4,"Female","Asian",1,30
2013,5,"Female","Asian",4,30
2013,7,"Female","Asian",4,30
2013,9,"Female","Asian",4,30
2013,10,"Female","Asian",1,30
2013,11,"Female","Asian",3,30
2013,12,"Female","Asian",1,30
2014,2,"Female","Asian",1,30
2014,3,"Female","Asian",2,30
2014,4,"Female","Asian",1,30
2014,5,"Female","Asian",2,30
2014,6,"Female","Asian",2,30
2014,7,"Female","Asian",2,30
2014,8,"Female","Asian",1,30
2014,11,"Female","Asian",1,30
2014,12,"Female","Asian",1,30
2015,1,"Female","Asian",3,30
2015,2,"Female","Asian",2,30
2015,3,"Female","Asian",4,30
2015,4,"Female","Asian",3,30
2015,5,"Female","Asian",2,30
2015,6,"Female","Asian",2,30
2015,8,"Female","Asian",1,30
2015,10,"Female","Asian",2,30
2015,11,"Female","Asian",1,30
2016,1,"Female","Asian",1,30
2016,2,"Female","Asian",1,30
2016,3,"Female","Asian",3,30
2016,4,"Female","Asian",4,30
2016,5,"Female","Asian",3,30
2016,7,"Female","Asian",1,30
2016,9,"Female","Asian",1,30
2016,10,"Female","Asian",1,30
2016,11,"Female","Asian",1,30
2016,12,"Female","Asian",1,30
2017,2,"Female","Asian",1,30
2017,3,"Female","Asian",3,30
2017,5,"Female","Asian",4,30
2017,6,"Female","Asian",1,30
2017,7,"Female","Asian",3,30
2017,8,"Female","Asian",1,30
2017,9,"Female","Asian",1,30
2017,10,"Female","Asian",1,30
2017,11,"Female","Asian",4,30
2018,2,"Female","Asian",3,30
2018,3,"Female","Asian",3,30
2018,4,"Female","Asian",3,30
2018,5,"Female","Asian",3,30
2018,6,"Female","Asian",3,30
2018,7,"Female","Asian",1,30
2018,10,"Female","Asian",3,30
2018,11,"Female","Asian",4,30
2018,12,"Female","Asian",1,30
2019,1,"Female","Asian",1,30
2019,4,"Female","Asian",5,30
2019,5,"Female","Asian",1,30
2019,6,"Female","Asian",3,30
2019,7,"Female","Asian",4,30
2019,8,"Female","Asian",2,30
2019,9,"Female","Asian",1,30
2019,10,"Female","Asian",2,30
2019,12,"Female","Asian",2,30
2020,1,"Female","Asian",1,30
2020,3,"Female","Asian",2,30
2020,4,"Female","Asian",2,30
2020,5,"Female","Asian",2,30
2020,6,"Female","Asian",3,30
2020,7,"Female","Asian",1,30
2020,8,"Female","Asian",3,30
2020,9,"Female","Asian",1,30
2020,10,"Female","Asian",2,30
2020,11,"Female","Asian",1,30
2020,12,"Female","Asian",6,30
2010,8,"Female","Asian",1,35
2010,9,"Female","Asian",3,35
2010,10,"Female","Asian",1,35
2010,11,"Female","Asian",1,35
2011,1,"Female","Asian",5,35
2011,3,"Female","Asian",3,35
2011,4,"Female","Asian",2,35
2011,6,"Female","Asian",6,35
2011,7,"Female","Asian",2,35
2011,8,"Female","Asian",1,35
2011,9,"Female","Asian",2,35
2011,10,"Female","Asian",6,35
2011,11,"Female","Asian",3,35
2011,12,"Female","Asian",2,35
2012,1,"Female","Asian",4,35
2012,2,"Female","Asian",3,35
2012,4,"Female","Asian",2,35
2012,6,"Female","Asian",3,35
2012,7,"Female","Asian",3,35
2012,8,"Female","Asian",2,35
2012,9,"Female","Asian",1,35
2012,10,"Female","Asian",4,35
2012,11,"Female","Asian",3,35
2013,1,"Female","Asian",3,35
2013,2,"Female","Asian",2,35
2013,3,"Female","Asian",4,35
2013,4,"Female","Asian",4,35
2013,5,"Female","Asian",2,35
2013,6,"Female","Asian",3,35
2013,7,"Female","Asian",5,35
2013,10,"Female","Asian",2,35
2013,11,"Female","Asian",1,35
2013,12,"Female","Asian",1,35
2014,1,"Female","Asian",1,35
2014,2,"Female","Asian",1,35
2014,3,"Female","Asian",5,35
2014,4,"Female","Asian",5,35
2014,5,"Female","Asian",5,35
2014,6,"Female","Asian",2,35
2014,7,"Female","Asian",1,35
2014,8,"Female","Asian",3,35
2014,9,"Female","Asian",4,35
2014,10,"Female","Asian",2,35
2014,11,"Female","Asian",2,35
2014,12,"Female","Asian",4,35
2015,1,"Female","Asian",3,35
2015,2,"Female","Asian",2,35
2015,3,"Female","Asian",3,35
2015,4,"Female","Asian",2,35
2015,6,"Female","Asian",3,35
2015,7,"Female","Asian",4,35
2015,8,"Female","Asian",2,35
2015,9,"Female","Asian",1,35
2015,10,"Female","Asian",1,35
2015,11,"Female","Asian",3,35
2015,12,"Female","Asian",2,35
2016,1,"Female","Asian",5,35
2016,2,"Female","Asian",2,35
2016,4,"Female","Asian",2,35
2016,5,"Female","Asian",6,35
2016,6,"Female","Asian",3,35
2016,7,"Female","Asian",2,35
2016,8,"Female","Asian",1,35
2016,9,"Female","Asian",3,35
2016,10,"Female","Asian",5,35
2016,11,"Female","Asian",6,35
2016,12,"Female","Asian",2,35
2017,1,"Female","Asian",3,35
2017,2,"Female","Asian",1,35
2017,3,"Female","Asian",3,35
2017,4,"Female","Asian",3,35
2017,5,"Female","Asian",3,35
2017,6,"Female","Asian",2,35
2017,7,"Female","Asian",2,35
2017,8,"Female","Asian",3,35
2017,10,"Female","Asian",3,35
2017,11,"Female","Asian",3,35
2017,12,"Female","Asian",2,35
2018,1,"Female","Asian",2,35
2018,4,"Female","Asian",4,35
2018,5,"Female","Asian",3,35
2018,6,"Female","Asian",4,35
2018,7,"Female","Asian",2,35
2018,8,"Female","Asian",5,35
2018,10,"Female","Asian",3,35
2018,11,"Female","Asian",1,35
2018,12,"Female","Asian",6,35
2019,1,"Female","Asian",5,35
2019,2,"Female","Asian",3,35
2019,3,"Female","Asian",5,35
2019,4,"Female","Asian",3,35
2019,5,"Female","Asian",1,35
2019,7,"Female","Asian",4,35
2019,8,"Female","Asian",3,35
2019,11,"Female","Asian",1,35
2019,12,"Female","Asian",1,35
2020,1,"Female","Asian",3,35
2020,2,"Female","Asian",1,35
2020,3,"Female","Asian",1,35
2020,4,"Female","Asian",4,35
2020,5,"Female","Asian",6,35
2020,6,"Female","Asian",7,35
2020,7,"Female","Asian",4,35
2020,8,"Female","Asian",4,35
2020,9,"Female","Asian",3,35
2020,10,"Female","Asian",5,35
2020,11,"Female","Asian",4,35
2020,12,"Female","Asian",4,35
2010,8,"Female","Asian",2,40
2010,9,"Female","Asian",1,40
2010,10,"Female","Asian",5,40
2010,11,"Female","Asian",2,40
2010,12,"Female","Asian",4,40
2011,1,"Female","Asian",2,40
2011,2,"Female","Asian",1,40
2011,3,"Female","Asian",9,40
2011,4,"Female","Asian",1,40
2011,5,"Female","Asian",3,40
2011,6,"Female","Asian",4,40
2011,7,"Female","Asian",5,40
2011,9,"Female","Asian",2,40
2011,10,"Female","Asian",4,40
2011,11,"Female","Asian",3,40
2011,12,"Female","Asian",2,40
2012,1,"Female","Asian",5,40
