"Year","Month","sex","race","age_x","obitos"
2014,2,"Female","Asian",80,1
2014,2,"Male","Asian",0,1
2014,2,"Male","Asian",35,1
2014,2,"Male","Asian",55,2
2014,2,"Male","Asian",75,1
2014,2,"Male","Asian",80,1
2014,2,"Female","Black",0,2
2014,2,"Female","Black",15,1
2014,2,"Female","Black",20,1
2014,2,"Female","Black",25,4
2014,2,"Female","Black",30,2
2014,2,"Female","Black",35,4
2014,2,"Female","Black",40,1
2014,2,"Female","Black",45,6
2014,2,"Female","Black",50,4
2014,2,"Female","Black",55,6
2014,2,"Female","Black",60,10
2014,2,"Female","Black",65,10
2014,2,"Female","Black",70,9
2014,2,"Female","Black",75,13
2014,2,"Female","Black",80,34
2014,2,"Male","Black",0,3
2014,2,"Male","Black",5,1
2014,2,"Male","Black",15,6
2014,2,"Male","Black",20,9
2014,2,"Male","Black",25,15
2014,2,"Male","Black",30,8
2014,2,"Male","Black",35,11
2014,2,"Male","Black",40,4
2014,2,"Male","Black",45,11
2014,2,"Male","Black",50,8
2014,2,"Male","Black",55,6
2014,2,"Male","Black",60,15
2014,2,"Male","Black",65,15
2014,2,"Male","Black",70,20
2014,2,"Male","Black",75,18
2014,2,"Male","Black",80,37
2014,2,"Female","Brown",0,44
2014,2,"Female","Brown",5,4
2014,2,"Female","Brown",10,4
2014,2,"Female","Brown",15,9
2014,2,"Female","Brown",20,7
2014,2,"Female","Brown",25,10
2014,2,"Female","Brown",30,25
2014,2,"Female","Brown",35,15
2014,2,"Female","Brown",40,16
2014,2,"Female","Brown",45,25
2014,2,"Female","Brown",50,32
2014,2,"Female","Brown",55,30
2014,2,"Female","Brown",60,43
2014,2,"Female","Brown",65,52
2014,2,"Female","Brown",70,51
2014,2,"Female","Brown",75,42
2014,2,"Female","Brown",80,158
2014,2,"Male","Brown",0,61
2014,2,"Male","Brown",5,4
2014,2,"Male","Brown",10,14
2014,2,"Male","Brown",15,50
2014,2,"Male","Brown",20,48
2014,2,"Male","Brown",25,57
2014,2,"Male","Brown",30,53
2014,2,"Male","Brown",35,44
2014,2,"Male","Brown",40,50
2014,2,"Male","Brown",45,43
2014,2,"Male","Brown",50,35
2014,2,"Male","Brown",55,65
2014,2,"Male","Brown",60,51
2014,2,"Male","Brown",65,63
2014,2,"Male","Brown",70,95
2014,2,"Male","Brown",75,81
2014,2,"Male","Brown",80,164
2014,2,"Female","Indigenous",0,2
2014,2,"Female","Indigenous",10,1
2014,2,"Female","Indigenous",70,1
2014,2,"Female","Indigenous",75,1
2014,2,"Female","Indigenous",80,1
2014,2,"Male","Indigenous",0,1
2014,2,"Male","Indigenous",80,2
2014,2,"Female","White",0,23
2014,2,"Female","White",5,1
2014,2,"Female","White",10,3
2014,2,"Female","White",20,3
2014,2,"Female","White",25,4
2014,2,"Female","White",30,3
2014,2,"Female","White",35,2
2014,2,"Female","White",40,1
2014,2,"Female","White",45,6
2014,2,"Female","White",50,7
2014,2,"Female","White",55,9
2014,2,"Female","White",60,14
2014,2,"Female","White",65,19
2014,2,"Female","White",70,30
2014,2,"Female","White",75,23
2014,2,"Female","White",80,88
2014,2,"Male","White",0,17
2014,2,"Male","White",5,2
2014,2,"Male","White",10,1
2014,2,"Male","White",15,3
2014,2,"Male","White",20,3
2014,2,"Male","White",25,7
2014,2,"Male","White",30,3
2014,2,"Male","White",35,6
2014,2,"Male","White",40,11
2014,2,"Male","White",45,15
2014,2,"Male","White",50,6
2014,2,"Male","White",55,12
2014,2,"Male","White",60,19
2014,2,"Male","White",65,22
2014,2,"Male","White",70,26
2014,2,"Male","White",75,26
2014,2,"Male","White",80,73
2014,3,"Female","Asian",35,1
2014,3,"Female","Asian",75,2
2014,3,"Male","Asian",40,1
2014,3,"Male","Asian",45,1
2014,3,"Male","Asian",70,1
2014,3,"Male","Asian",75,2
2014,3,"Female","Black",0,4
2014,3,"Female","Black",10,2
2014,3,"Female","Black",20,1
2014,3,"Female","Black",25,2
2014,3,"Female","Black",30,1
2014,3,"Female","Black",35,5
2014,3,"Female","Black",40,1
2014,3,"Female","Black",45,3
2014,3,"Female","Black",50,7
2014,3,"Female","Black",55,8
2014,3,"Female","Black",60,9
2014,3,"Female","Black",65,14
2014,3,"Female","Black",70,17
2014,3,"Female","Black",75,12
2014,3,"Female","Black",80,31
2014,3,"Male","Black",0,5
2014,3,"Male","Black",5,2
2014,3,"Male","Black",10,1
2014,3,"Male","Black",15,6
2014,3,"Male","Black",20,7
2014,3,"Male","Black",25,9
2014,3,"Male","Black",30,9
2014,3,"Male","Black",35,8
2014,3,"Male","Black",40,8
2014,3,"Male","Black",45,13
2014,3,"Male","Black",50,10
2014,3,"Male","Black",55,13
2014,3,"Male","Black",60,8
2014,3,"Male","Black",65,23
2014,3,"Male","Black",70,17
2014,3,"Male","Black",75,14
2014,3,"Male","Black",80,41
2014,3,"Female","Brown",0,48
2014,3,"Female","Brown",5,10
2014,3,"Female","Brown",10,4
2014,3,"Female","Brown",15,9
2014,3,"Female","Brown",20,12
2014,3,"Female","Brown",25,13
2014,3,"Female","Brown",30,18
2014,3,"Female","Brown",35,19
2014,3,"Female","Brown",40,15
2014,3,"Female","Brown",45,20
2014,3,"Female","Brown",50,36
2014,3,"Female","Brown",55,45
2014,3,"Female","Brown",60,58
2014,3,"Female","Brown",65,56
2014,3,"Female","Brown",70,72
2014,3,"Female","Brown",75,75
2014,3,"Female","Brown",80,179
2014,3,"Male","Brown",0,57
2014,3,"Male","Brown",5,5
2014,3,"Male","Brown",10,8
2014,3,"Male","Brown",15,39
2014,3,"Male","Brown",20,70
2014,3,"Male","Brown",25,71
2014,3,"Male","Brown",30,70
2014,3,"Male","Brown",35,59
2014,3,"Male","Brown",40,46
2014,3,"Male","Brown",45,52
2014,3,"Male","Brown",50,63
2014,3,"Male","Brown",55,81
2014,3,"Male","Brown",60,72
2014,3,"Male","Brown",65,73
2014,3,"Male","Brown",70,82
2014,3,"Male","Brown",75,94
2014,3,"Male","Brown",80,163
2014,3,"Female","Indigenous",0,5
2014,3,"Female","Indigenous",25,1
2014,3,"Female","Indigenous",80,2
2014,3,"Male","Indigenous",0,4
2014,3,"Male","Indigenous",20,1
2014,3,"Male","Indigenous",30,1
2014,3,"Male","Indigenous",35,1
2014,3,"Male","Indigenous",40,1
2014,3,"Male","Indigenous",60,1
2014,3,"Male","Indigenous",75,1
2014,3,"Male","Indigenous",80,2
2014,3,"Female","White",0,12
2014,3,"Female","White",5,2
2014,3,"Female","White",10,2
2014,3,"Female","White",15,3
2014,3,"Female","White",20,4
2014,3,"Female","White",25,1
2014,3,"Female","White",30,1
2014,3,"Female","White",35,7
2014,3,"Female","White",40,7
2014,3,"Female","White",45,8
2014,3,"Female","White",50,18
2014,3,"Female","White",55,12
2014,3,"Female","White",60,12
2014,3,"Female","White",65,20
2014,3,"Female","White",70,25
2014,3,"Female","White",75,43
2014,3,"Female","White",80,90
2014,3,"Male","White",0,17
2014,3,"Male","White",5,3
2014,3,"Male","White",10,4
2014,3,"Male","White",15,7
2014,3,"Male","White",20,8
2014,3,"Male","White",25,12
2014,3,"Male","White",30,5
2014,3,"Male","White",35,12
2014,3,"Male","White",40,11
2014,3,"Male","White",45,12
2014,3,"Male","White",50,11
2014,3,"Male","White",55,9
2014,3,"Male","White",60,29
2014,3,"Male","White",65,16
2014,3,"Male","White",70,34
2014,3,"Male","White",75,29
2014,3,"Male","White",80,76
2014,4,"Female","Asian",75,1
2014,4,"Female","Asian",80,1
2014,4,"Male","Asian",25,1
2014,4,"Male","Asian",60,1
2014,4,"Female","Black",0,1
2014,4,"Female","Black",5,1
2014,4,"Female","Black",10,2
2014,4,"Female","Black",15,2
2014,4,"Female","Black",20,1
2014,4,"Female","Black",25,2
2014,4,"Female","Black",30,5
2014,4,"Female","Black",35,9
2014,4,"Female","Black",40,2
2014,4,"Female","Black",45,9
2014,4,"Female","Black",50,7
2014,4,"Female","Black",55,5
2014,4,"Female","Black",60,15
2014,4,"Female","Black",65,10
2014,4,"Female","Black",70,10
2014,4,"Female","Black",75,8
2014,4,"Female","Black",80,53
2014,4,"Male","Black",10,2
2014,4,"Male","Black",15,14
2014,4,"Male","Black",20,3
2014,4,"Male","Black",25,18
2014,4,"Male","Black",30,10
2014,4,"Male","Black",35,7
2014,4,"Male","Black",40,4
2014,4,"Male","Black",45,12
2014,4,"Male","Black",50,5
2014,4,"Male","Black",55,9
2014,4,"Male","Black",60,14
2014,4,"Male","Black",65,18
2014,4,"Male","Black",70,15
2014,4,"Male","Black",75,22
2014,4,"Male","Black",80,37
2014,4,"Female","Brown",0,36
2014,4,"Female","Brown",5,10
2014,4,"Female","Brown",10,5
2014,4,"Female","Brown",15,13
2014,4,"Female","Brown",20,10
2014,4,"Female","Brown",25,10
2014,4,"Female","Brown",30,9
2014,4,"Female","Brown",35,26
2014,4,"Female","Brown",40,19
2014,4,"Female","Brown",45,22
2014,4,"Female","Brown",50,32
2014,4,"Female","Brown",55,48
2014,4,"Female","Brown",60,69
2014,4,"Female","Brown",65,47
2014,4,"Female","Brown",70,53
2014,4,"Female","Brown",75,73
2014,4,"Female","Brown",80,166
2014,4,"Male","Brown",0,43
2014,4,"Male","Brown",5,6
2014,4,"Male","Brown",10,7
2014,4,"Male","Brown",15,36
2014,4,"Male","Brown",20,44
2014,4,"Male","Brown",25,61
2014,4,"Male","Brown",30,59
2014,4,"Male","Brown",35,45
2014,4,"Male","Brown",40,53
2014,4,"Male","Brown",45,53
2014,4,"Male","Brown",50,53
2014,4,"Male","Brown",55,62
2014,4,"Male","Brown",60,72
2014,4,"Male","Brown",65,70
2014,4,"Male","Brown",70,85
2014,4,"Male","Brown",75,89
2014,4,"Male","Brown",80,214
2014,4,"Female","Indigenous",0,5
2014,4,"Female","Indigenous",25,1
2014,4,"Female","Indigenous",30,2
2014,4,"Female","Indigenous",35,2
2014,4,"Female","Indigenous",45,1
2014,4,"Female","Indigenous",70,1
2014,4,"Female","Indigenous",80,1
2014,4,"Male","Indigenous",0,2
2014,4,"Male","Indigenous",5,1
2014,4,"Male","Indigenous",35,3
2014,4,"Male","Indigenous",40,1
2014,4,"Male","Indigenous",50,1
2014,4,"Male","Indigenous",80,1
2014,4,"Female","White",0,10
2014,4,"Female","White",5,3
2014,4,"Female","White",15,3
2014,4,"Female","White",20,2
2014,4,"Female","White",25,5
2014,4,"Female","White",30,5
2014,4,"Female","White",35,4
2014,4,"Female","White",40,9
2014,4,"Female","White",45,4
2014,4,"Female","White",50,8
2014,4,"Female","White",55,12
2014,4,"Female","White",60,23
2014,4,"Female","White",65,13
2014,4,"Female","White",70,32
2014,4,"Female","White",75,37
2014,4,"Female","White",80,92
2014,4,"Male","White",0,20
2014,4,"Male","White",10,4
2014,4,"Male","White",15,12
2014,4,"Male","White",20,10
2014,4,"Male","White",25,9
2014,4,"Male","White",30,10
2014,4,"Male","White",35,18
2014,4,"Male","White",40,8
2014,4,"Male","White",45,5
2014,4,"Male","White",50,16
2014,4,"Male","White",55,16
2014,4,"Male","White",60,18
2014,4,"Male","White",65,18
2014,4,"Male","White",70,26
2014,4,"Male","White",75,40
2014,4,"Male","White",80,81
2014,5,"Female","Asian",70,1
2014,5,"Female","Asian",80,1
2014,5,"Male","Asian",0,1
2014,5,"Male","Asian",45,1
2014,5,"Female","Black",10,1
2014,5,"Female","Black",20,3
2014,5,"Female","Black",25,1
2014,5,"Female","Black",30,1
2014,5,"Female","Black",35,5
2014,5,"Female","Black",40,3
2014,5,"Female","Black",45,5
2014,5,"Female","Black",50,3
2014,5,"Female","Black",55,4
2014,5,"Female","Black",60,13
2014,5,"Female","Black",65,9
2014,5,"Female","Black",70,17
2014,5,"Female","Black",75,9
2014,5,"Female","Black",80,32
2014,5,"Male","Black",0,3
2014,5,"Male","Black",5,1
2014,5,"Male","Black",10,4
2014,5,"Male","Black",15,6
2014,5,"Male","Black",20,7
2014,5,"Male","Black",25,11
2014,5,"Male","Black",30,4
2014,5,"Male","Black",35,6
2014,5,"Male","Black",40,10
2014,5,"Male","Black",45,8
2014,5,"Male","Black",50,16
2014,5,"Male","Black",55,9
2014,5,"Male","Black",60,13
2014,5,"Male","Black",65,15
2014,5,"Male","Black",70,17
2014,5,"Male","Black",75,13
2014,5,"Male","Black",80,34
2014,5,"Female","Brown",0,59
2014,5,"Female","Brown",5,1
2014,5,"Female","Brown",10,8
2014,5,"Female","Brown",15,12
2014,5,"Female","Brown",20,6
2014,5,"Female","Brown",25,17
2014,5,"Female","Brown",30,17
2014,5,"Female","Brown",35,17
2014,5,"Female","Brown",40,14
2014,5,"Female","Brown",45,28
2014,5,"Female","Brown",50,40
2014,5,"Female","Brown",55,54
2014,5,"Female","Brown",60,58
2014,5,"Female","Brown",65,58
2014,5,"Female","Brown",70,66
2014,5,"Female","Brown",75,73
2014,5,"Female","Brown",80,176
2014,5,"Male","Brown",0,79
2014,5,"Male","Brown",5,3
2014,5,"Male","Brown",10,6
2014,5,"Male","Brown",15,41
2014,5,"Male","Brown",20,60
2014,5,"Male","Brown",25,57
2014,5,"Male","Brown",30,57
2014,5,"Male","Brown",35,41
2014,5,"Male","Brown",40,47
2014,5,"Male","Brown",45,54
2014,5,"Male","Brown",50,60
2014,5,"Male","Brown",55,70
2014,5,"Male","Brown",60,70
2014,5,"Male","Brown",65,82
2014,5,"Male","Brown",70,108
2014,5,"Male","Brown",75,82
2014,5,"Male","Brown",80,226
2014,5,"Female","Indigenous",0,1
2014,5,"Female","Indigenous",40,2
2014,5,"Female","Indigenous",65,1
2014,5,"Female","Indigenous",80,1
2014,5,"Male","Indigenous",50,1
2014,5,"Male","Indigenous",70,1
2014,5,"Male","Indigenous",75,3
2014,5,"Female","White",0,15
2014,5,"Female","White",5,3
2014,5,"Female","White",10,4
2014,5,"Female","White",15,5
2014,5,"Female","White",20,7
2014,5,"Female","White",25,1
2014,5,"Female","White",30,5
2014,5,"Female","White",35,6
2014,5,"Female","White",40,2
2014,5,"Female","White",45,12
2014,5,"Female","White",50,9
2014,5,"Female","White",55,11
2014,5,"Female","White",60,14
2014,5,"Female","White",65,23
2014,5,"Female","White",70,29
2014,5,"Female","White",75,35
2014,5,"Female","White",80,104
2014,5,"Male","White",0,13
2014,5,"Male","White",5,2
2014,5,"Male","White",15,6
2014,5,"Male","White",20,8
2014,5,"Male","White",25,10
2014,5,"Male","White",30,11
2014,5,"Male","White",35,12
2014,5,"Male","White",40,9
2014,5,"Male","White",45,7
2014,5,"Male","White",50,12
2014,5,"Male","White",55,17
2014,5,"Male","White",60,22
2014,5,"Male","White",65,16
2014,5,"Male","White",70,33
2014,5,"Male","White",75,40
2014,5,"Male","White",80,92
2014,6,"Female","Asian",50,1
2014,6,"Female","Asian",80,1
2014,6,"Male","Asian",0,2
2014,6,"Male","Asian",30,1
2014,6,"Male","Asian",80,1
2014,6,"Female","Black",0,3
2014,6,"Female","Black",10,2
2014,6,"Female","Black",15,1
2014,6,"Female","Black",25,2
2014,6,"Female","Black",40,3
2014,6,"Female","Black",45,3
2014,6,"Female","Black",50,8
2014,6,"Female","Black",55,8
2014,6,"Female","Black",60,9
2014,6,"Female","Black",65,6
2014,6,"Female","Black",70,13
2014,6,"Female","Black",75,23
2014,6,"Female","Black",80,42
2014,6,"Male","Black",0,1
2014,6,"Male","Black",5,2
2014,6,"Male","Black",10,1
2014,6,"Male","Black",15,6
2014,6,"Male","Black",20,14
2014,6,"Male","Black",25,6
2014,6,"Male","Black",30,5
2014,6,"Male","Black",35,8
2014,6,"Male","Black",40,5
2014,6,"Male","Black",45,7
2014,6,"Male","Black",50,13
2014,6,"Male","Black",55,11
2014,6,"Male","Black",60,19
2014,6,"Male","Black",65,25
2014,6,"Male","Black",70,19
2014,6,"Male","Black",75,16
2014,6,"Male","Black",80,28
2014,6,"Female","Brown",0,46
2014,6,"Female","Brown",5,4
2014,6,"Female","Brown",10,4
2014,6,"Female","Brown",15,7
2014,6,"Female","Brown",20,9
2014,6,"Female","Brown",25,11
2014,6,"Female","Brown",30,15
2014,6,"Female","Brown",35,27
2014,6,"Female","Brown",40,28
2014,6,"Female","Brown",45,23
2014,6,"Female","Brown",50,30
2014,6,"Female","Brown",55,43
2014,6,"Female","Brown",60,55
2014,6,"Female","Brown",65,46
2014,6,"Female","Brown",70,69
2014,6,"Female","Brown",75,70
2014,6,"Female","Brown",80,170
2014,6,"Male","Brown",0,78
2014,6,"Male","Brown",5,5
2014,6,"Male","Brown",10,10
2014,6,"Male","Brown",15,37
2014,6,"Male","Brown",20,61
2014,6,"Male","Brown",25,47
2014,6,"Male","Brown",30,61
2014,6,"Male","Brown",35,65
2014,6,"Male","Brown",40,47
2014,6,"Male","Brown",45,46
2014,6,"Male","Brown",50,53
2014,6,"Male","Brown",55,74
2014,6,"Male","Brown",60,54
2014,6,"Male","Brown",65,79
2014,6,"Male","Brown",70,95
2014,6,"Male","Brown",75,82
2014,6,"Male","Brown",80,180
2014,6,"Female","Indigenous",0,4
2014,6,"Male","Indigenous",0,8
2014,6,"Male","Indigenous",5,1
2014,6,"Male","Indigenous",10,1
2014,6,"Male","Indigenous",20,1
2014,6,"Male","Indigenous",25,1
2014,6,"Male","Indigenous",35,1
2014,6,"Male","Indigenous",70,1
2014,6,"Male","Indigenous",80,2
2014,6,"Female","White",0,10
2014,6,"Female","White",10,1
2014,6,"Female","White",15,1
2014,6,"Female","White",20,2
2014,6,"Female","White",25,3
2014,6,"Female","White",30,2
2014,6,"Female","White",35,3
2014,6,"Female","White",40,4
2014,6,"Female","White",45,4
2014,6,"Female","White",50,8
2014,6,"Female","White",55,13
2014,6,"Female","White",60,13
2014,6,"Female","White",65,12
2014,6,"Female","White",70,18
2014,6,"Female","White",75,28
2014,6,"Female","White",80,79
2014,6,"Male","White",0,8
2014,6,"Male","White",5,3
2014,6,"Male","White",10,1
2014,6,"Male","White",15,3
2014,6,"Male","White",20,7
2014,6,"Male","White",25,10
2014,6,"Male","White",30,3
2014,6,"Male","White",35,12
2014,6,"Male","White",40,6
2014,6,"Male","White",45,8
2014,6,"Male","White",50,14
2014,6,"Male","White",55,16
2014,6,"Male","White",60,20
2014,6,"Male","White",65,21
2014,6,"Male","White",70,25
2014,6,"Male","White",75,31
2014,6,"Male","White",80,83
2014,7,"Female","Asian",55,1
2014,7,"Female","Asian",60,1
2014,7,"Female","Asian",80,4
2014,7,"Female","Black",0,1
2014,7,"Female","Black",5,2
2014,7,"Female","Black",20,1
2014,7,"Female","Black",25,2
2014,7,"Female","Black",30,4
2014,7,"Female","Black",40,7
2014,7,"Female","Black",45,5
2014,7,"Female","Black",50,10
2014,7,"Female","Black",55,10
2014,7,"Female","Black",60,11
2014,7,"Female","Black",65,12
2014,7,"Female","Black",70,11
2014,7,"Female","Black",75,22
2014,7,"Female","Black",80,40
2014,7,"Male","Black",0,1
2014,7,"Male","Black",15,5
2014,7,"Male","Black",20,10
2014,7,"Male","Black",25,16
2014,7,"Male","Black",30,14
2014,7,"Male","Black",35,11
2014,7,"Male","Black",40,9
2014,7,"Male","Black",45,6
2014,7,"Male","Black",50,7
2014,7,"Male","Black",55,9
2014,7,"Male","Black",60,19
2014,7,"Male","Black",65,17
2014,7,"Male","Black",70,19
2014,7,"Male","Black",75,14
2014,7,"Male","Black",80,40
2014,7,"Female","Brown",0,50
2014,7,"Female","Brown",5,3
2014,7,"Female","Brown",10,4
2014,7,"Female","Brown",15,9
2014,7,"Female","Brown",20,5
2014,7,"Female","Brown",25,14
2014,7,"Female","Brown",30,14
2014,7,"Female","Brown",35,12
2014,7,"Female","Brown",40,27
2014,7,"Female","Brown",45,33
2014,7,"Female","Brown",50,27
2014,7,"Female","Brown",55,41
2014,7,"Female","Brown",60,53
2014,7,"Female","Brown",65,57
2014,7,"Female","Brown",70,63
2014,7,"Female","Brown",75,75
2014,7,"Female","Brown",80,159
2014,7,"Male","Brown",0,68
2014,7,"Male","Brown",5,2
2014,7,"Male","Brown",10,11
2014,7,"Male","Brown",15,37
2014,7,"Male","Brown",20,50
2014,7,"Male","Brown",25,63
2014,7,"Male","Brown",30,57
2014,7,"Male","Brown",35,51
2014,7,"Male","Brown",40,35
2014,7,"Male","Brown",45,40
2014,7,"Male","Brown",50,68
2014,7,"Male","Brown",55,55
2014,7,"Male","Brown",60,78
2014,7,"Male","Brown",65,77
2014,7,"Male","Brown",70,90
2014,7,"Male","Brown",75,89
2014,7,"Male","Brown",80,167
2014,7,"Female","Indigenous",0,3
2014,7,"Female","Indigenous",55,1
2014,7,"Female","Indigenous",65,1
2014,7,"Female","Indigenous",70,1
2014,7,"Female","Indigenous",80,1
2014,7,"Male","Indigenous",0,7
2014,7,"Male","Indigenous",5,1
2014,7,"Male","Indigenous",60,1
2014,7,"Male","Indigenous",75,1
2014,7,"Male","Indigenous",80,1
2014,7,"Female","White",0,16
2014,7,"Female","White",10,1
2014,7,"Female","White",15,4
2014,7,"Female","White",20,5
2014,7,"Female","White",25,8
2014,7,"Female","White",30,3
2014,7,"Female","White",35,2
2014,7,"Female","White",40,9
2014,7,"Female","White",45,7
2014,7,"Female","White",50,7
2014,7,"Female","White",55,14
2014,7,"Female","White",60,16
2014,7,"Female","White",65,16
2014,7,"Female","White",70,34
2014,7,"Female","White",75,27
2014,7,"Female","White",80,102
2014,7,"Male","White",0,18
2014,7,"Male","White",10,3
2014,7,"Male","White",15,2
2014,7,"Male","White",20,7
2014,7,"Male","White",25,11
2014,7,"Male","White",30,9
2014,7,"Male","White",35,5
2014,7,"Male","White",40,10
2014,7,"Male","White",45,15
2014,7,"Male","White",50,11
2014,7,"Male","White",55,13
2014,7,"Male","White",60,25
2014,7,"Male","White",65,16
2014,7,"Male","White",70,31
2014,7,"Male","White",75,26
2014,7,"Male","White",80,72
2014,8,"Female","Asian",0,2
2014,8,"Female","Asian",55,1
2014,8,"Female","Asian",70,1
2014,8,"Female","Asian",80,1
2014,8,"Male","Asian",0,1
2014,8,"Male","Asian",15,1
2014,8,"Male","Asian",55,1
2014,8,"Male","Asian",80,2
2014,8,"Female","Black",0,1
2014,8,"Female","Black",5,1
2014,8,"Female","Black",20,2
2014,8,"Female","Black",25,4
2014,8,"Female","Black",30,1
2014,8,"Female","Black",35,2
2014,8,"Female","Black",40,8
2014,8,"Female","Black",45,5
2014,8,"Female","Black",50,7
2014,8,"Female","Black",55,8
2014,8,"Female","Black",60,8
2014,8,"Female","Black",65,13
2014,8,"Female","Black",70,10
2014,8,"Female","Black",75,11
2014,8,"Female","Black",80,26
2014,8,"Male","Black",0,4
2014,8,"Male","Black",5,1
2014,8,"Male","Black",15,3
2014,8,"Male","Black",20,6
2014,8,"Male","Black",25,12
2014,8,"Male","Black",30,11
2014,8,"Male","Black",35,13
2014,8,"Male","Black",40,10
2014,8,"Male","Black",45,13
2014,8,"Male","Black",50,4
2014,8,"Male","Black",55,15
2014,8,"Male","Black",60,20
2014,8,"Male","Black",65,15
2014,8,"Male","Black",70,13
2014,8,"Male","Black",75,19
2014,8,"Male","Black",80,34
2014,8,"Female","Brown",0,50
2014,8,"Female","Brown",5,3
2014,8,"Female","Brown",10,3
2014,8,"Female","Brown",15,6
2014,8,"Female","Brown",20,16
2014,8,"Female","Brown",25,13
2014,8,"Female","Brown",30,18
2014,8,"Female","Brown",35,30
2014,8,"Female","Brown",40,25
2014,8,"Female","Brown",45,17
2014,8,"Female","Brown",50,29
2014,8,"Female","Brown",55,45
2014,8,"Female","Brown",60,47
2014,8,"Female","Brown",65,51
2014,8,"Female","Brown",70,67
2014,8,"Female","Brown",75,65
2014,8,"Female","Brown",80,184
2014,8,"Male","Brown",0,71
2014,8,"Male","Brown",5,7
2014,8,"Male","Brown",10,4
2014,8,"Male","Brown",15,35
2014,8,"Male","Brown",20,71
2014,8,"Male","Brown",25,67
2014,8,"Male","Brown",30,72
2014,8,"Male","Brown",35,54
2014,8,"Male","Brown",40,43
2014,8,"Male","Brown",45,45
2014,8,"Male","Brown",50,62
2014,8,"Male","Brown",55,61
2014,8,"Male","Brown",60,73
2014,8,"Male","Brown",65,84
2014,8,"Male","Brown",70,96
2014,8,"Male","Brown",75,80
2014,8,"Male","Brown",80,186
2014,8,"Female","Indigenous",0,4
2014,8,"Female","Indigenous",5,1
2014,8,"Female","Indigenous",15,2
2014,8,"Female","Indigenous",40,1
2014,8,"Female","Indigenous",80,1
2014,8,"Male","Indigenous",0,3
2014,8,"Male","Indigenous",5,1
2014,8,"Male","Indigenous",25,1
2014,8,"Male","Indigenous",30,1
2014,8,"Male","Indigenous",55,2
2014,8,"Male","Indigenous",75,1
2014,8,"Male","Indigenous",80,1
2014,8,"Female","White",0,12
2014,8,"Female","White",5,1
2014,8,"Female","White",10,2
2014,8,"Female","White",15,1
2014,8,"Female","White",20,4
2014,8,"Female","White",25,3
2014,8,"Female","White",30,6
2014,8,"Female","White",35,4
2014,8,"Female","White",40,7
2014,8,"Female","White",45,11
2014,8,"Female","White",50,10
2014,8,"Female","White",55,13
2014,8,"Female","White",60,19
2014,8,"Female","White",65,15
2014,8,"Female","White",70,21
2014,8,"Female","White",75,28
2014,8,"Female","White",80,106
2014,8,"Male","White",0,15
2014,8,"Male","White",5,2
2014,8,"Male","White",10,1
2014,8,"Male","White",15,5
2014,8,"Male","White",20,13
2014,8,"Male","White",25,13
2014,8,"Male","White",30,9
2014,8,"Male","White",35,8
2014,8,"Male","White",40,11
2014,8,"Male","White",45,11
2014,8,"Male","White",50,9
2014,8,"Male","White",55,13
2014,8,"Male","White",60,15
2014,8,"Male","White",65,19
2014,8,"Male","White",70,27
2014,8,"Male","White",75,27
2014,8,"Male","White",80,92
2014,9,"Female","Asian",75,1
2014,9,"Female","Asian",80,1
2014,9,"Male","Asian",0,1
2014,9,"Male","Asian",25,1
2014,9,"Male","Asian",35,1
2014,9,"Male","Asian",50,2
2014,9,"Male","Asian",60,1
2014,9,"Male","Asian",65,1
2014,9,"Male","Asian",75,1
2014,9,"Male","Asian",80,2
2014,9,"Female","Black",0,3
2014,9,"Female","Black",15,4
2014,9,"Female","Black",20,2
2014,9,"Female","Black",25,1
2014,9,"Female","Black",30,4
2014,9,"Female","Black",35,5
2014,9,"Female","Black",40,4
2014,9,"Female","Black",45,3
2014,9,"Female","Black",50,9
2014,9,"Female","Black",55,4
2014,9,"Female","Black",60,10
2014,9,"Female","Black",65,11
2014,9,"Female","Black",70,16
2014,9,"Female","Black",75,18
2014,9,"Female","Black",80,34
2014,9,"Male","Black",0,2
2014,9,"Male","Black",10,3
2014,9,"Male","Black",15,7
2014,9,"Male","Black",20,15
2014,9,"Male","Black",25,11
2014,9,"Male","Black",30,12
2014,9,"Male","Black",35,9
2014,9,"Male","Black",40,2
2014,9,"Male","Black",45,11
2014,9,"Male","Black",50,9
2014,9,"Male","Black",55,5
2014,9,"Male","Black",60,12
2014,9,"Male","Black",65,14
2014,9,"Male","Black",70,18
2014,9,"Male","Black",75,15
2014,9,"Male","Black",80,32
2014,9,"Female","Brown",0,51
2014,9,"Female","Brown",5,3
2014,9,"Female","Brown",10,8
2014,9,"Female","Brown",15,8
2014,9,"Female","Brown",20,11
2014,9,"Female","Brown",25,15
2014,9,"Female","Brown",30,30
2014,9,"Female","Brown",35,18
2014,9,"Female","Brown",40,17
2014,9,"Female","Brown",45,24
2014,9,"Female","Brown",50,35
2014,9,"Female","Brown",55,32
2014,9,"Female","Brown",60,40
2014,9,"Female","Brown",65,45
2014,9,"Female","Brown",70,57
2014,9,"Female","Brown",75,63
2014,9,"Female","Brown",80,149
2014,9,"Male","Brown",0,53
2014,9,"Male","Brown",5,6
2014,9,"Male","Brown",10,6
2014,9,"Male","Brown",15,42
2014,9,"Male","Brown",20,66
2014,9,"Male","Brown",25,62
2014,9,"Male","Brown",30,67
